Link,Attributes,Image URL,Pricing
https://www.alibaba.com/product-detail/Mountainbike-29-Inch-Mountain-Bike-29er_1600302828352.html,"Frame Material: Aluminum Alloy/steel | Fork Material: Aluminum Alloy/steel | Fork Suspension: NO | Braking System: Disc Brake | Wheel Size: 24''26''27.5''29 | Gears: 21 Speed 24 speed | Rim Material: aluminum alloy | Tire Width: 26*2.125 | Place of Origin: Tianjin, China | Model Number: TSZ | Brand Name: easy try | Frame Type: Full Shockingproof Frame | Pedal Type: Ordinary Pedal | Net Weight: 14.3kg | Gross Weight: 17.3kg | Frame: steel /Aluminum alloy | Rim size: 24""/26""/27.5""/29"" | Fork: shock absorbing fork 31.8 leg thickness | Tire: 26*2.125 air kylon tire | Brake: Disc-brake(replaceable) | Front Brake: Disc brakes YK-5 Aluminum alloy 6 screws fixed | Saddle: MTB saddle PUV+PU+PP | derailleur: POWER brand | Handlebar: High carbon steel 31.8 600mm | Hub: 36H steel hub | Selling Units:: Single item | Single package size:: 136X19X73 cm | Single gross weight:: 17.300 kg",https://s.alicdn.com/@sc04/kf/He509c4e48a0642c4aafe5032f6fa474f2.jpg_720x720q50.jpg,Quantity: 2 - 49 units | Price: $52.00 | Quantity: 50 - 99 units | Price: $50.00 | Quantity: >= 100 units | Price: $48.00
https://www.alibaba.com/product-detail/SU8-Electric-Bicycle-for-Adults-20_1601260831640.html,"Gears: 7 Speed | Frame Material: Steel | Wheel Size: 20"" | Voltage: 48V | Power Supply: lithium battery | Braking System: Hydraulic Disc Brake (Hydraulic Brake Pad) | Battery Capacity: 20 Ah | Torque: 80-90 Nm | Place of Origin: Guangdong, China | Brand Name: Bluvall | Model Number: K8 | Range per Power: > 60 km | Charging Time: >3 hours | Motor position: Rear Hub Motor | Battery Position: Down Tube | Selling Units:: Single item | Single package size:: 139X79X32 cm | Single gross weight:: 45.500 kg",https://s.alicdn.com/@sc04/kf/H33933b88ecca456bba648af5cc065c97D.jpg_720x720q50.jpg,Quantity: >= 1 pieces | Price: $575.00
https://www.alibaba.com/product-detail/Factory-Price-Mountain-Bike-30-Speed_1601264924073.html,"Frame Material: aluminum alloy | Fork Material: aluminum alloy | Fork Suspension: Yes | Braking System: Disc Brake | Wheel Size: 26"" | Gears: 30 Speed | Rim Material: Steel | Tire Width: 26*2.6"" | Place of Origin: Zhejiang, China | Model Number: Mountain bike | Brand Name: N/A | Frame Type: Full Shockingproof Frame | Pedal Type: Ordinary Pedal | Load Capacity: 150KG | Length (m): 1.4 | Net Weight: About 15kg | Gross Weight: About 17kg | Product name: Moutain Bike | Color: Customized Color | Frame: Aluminimum Alloy | Brake: Disc Brake Bicycle | Fork: Air Suspension | Tire size: 24'' 26'' 27.5'' 29'' | Speed: 21/24/27/30 | Maximum load bearing: 150KG | OEM/ODM: Support | MOQ: 1",https://s.alicdn.com/@sc04/kf/H26c0c70a21024abcbbb47c77049dfb10v.jpg_720x720q50.jpg,Quantity: 1 - 49 sets | Price: $48.60 | Quantity: 50 - 199 sets | Price: $43.20 | Quantity: 200 - 499 sets | Price: $39.60 | Quantity: >= 500 sets | Price: $36.00
https://www.alibaba.com/product-detail/Factory-Supply-Full-Shocking-Proof-Frame_1600448510870.html,"Frame Material: Steel | Fork Material: Steel | Fork Suspension: Yes | Braking System: Disc Brake | Wheel Size: 26"" | Gears: 24 Speed | Rim Material: aluminum alloy | Tire Width: 26*4.0"" | Place of Origin: tianjin | Model Number: NS-ZL150 | Brand Name: CN.NEWSPEED | Frame Type: Full Shockingproof Frame | Pedal Type: Ordinary Pedal | Load Capacity: 150KG | Net Weight: 15 | Gross Weight: 17 | Brand Name: newspeed, New speed/OEM | Fork Material: steel | Size: 24/26/27.5/29in | Product name: mountain bike | Net Weight: 14-15kg | Color: Black, white, yellow,red, green | Braking System: Disc Brake | Speed: 21/24/27s | Frame: full suspension frame | MOQ: 10 | Selling Units:: Single item | Single package size:: 155X30X85 cm | Single gross weight:: 25.000 kg",https://s.alicdn.com/@sc04/kf/H55241fc7e4ca49e3a564d32d9ba88029z.png_720x720q50.jpg,Quantity: 2 - 149 pieces | Price: $59.00 | Quantity: 150 - 499 pieces | Price: $49.00 | Quantity: 500 - 999 pieces | Price: $41.00 | Quantity: >= 1000 pieces | Price: $39.00
https://www.alibaba.com/product-detail/KAYRID-Factory-Custom-City-Bike-20_1600497174848.html,"Fork Material: Aluminum Alloy Steel | Gears: 7 18 21 24 27 Speed | Wheel Size: 14'16'20'', 22'', 24'', 26' | Frame Material: Aluminum Alloy Steel | Braking System: Disc Brake | Rim Material: Magnesium Alloy | Frame Type: Hard Frame (Non-rear Damper) | Tire Width: 26*2.5"" | Place of Origin: Hebei, China | Brand Name: HWTT | Model Number: LU-U1 | Fork Suspension: Yes | Gross Weight: 22 kg / different size | Net Weight: 18 kg / different size | Pedal Type: Ordinary Pedal | Length (m): 1.6 | Load Capacity: 160kg | Product name: Folding 20 bicycles | Color: White, black, red, blue, green, yellow or as u need | Brake: Disc Brake | Frame: Steel Frame | Tire: Air Tyre | Wheel type: 20, 22, 24, 26, 27.5, 28, 29 inch spoke wheels or one wheels | Feature: Easy fat bike 26 bicycle mountain snow cycle fatbike snowbike | Category: Adult fat bike, snow bicycle, fatbike mountainbike mountain cycl | Foldable: Yes | Training Wheels: NO | Selling Units:: Single item | Single package size:: 158X75X28 cm | Single gross weight:: 22.000 kg",https://s.alicdn.com/@sc04/kf/H56b473b6637b403bbc017962dc740fcdb.jpg_720x720q50.jpg,Quantity: 10 - 499 pieces | Price: $49.00 | Quantity: 500 - 29999 pieces | Price: $39.00 | Quantity: >= 30000 pieces | Price: $29.00
https://www.alibaba.com/product-detail/High-Quality-Cheap-Price-21-24_1601220752284.html,"Frame Material: Steel | Fork Material: Steel | Fork Suspension: Yes | Braking System: Disc Brake | Wheel Size: 27.5 | Gears: 21 Speed | Rim Material: aluminum alloy | Tire Width: 26*2.5"" | Place of Origin: Tianjin, China | Model Number: UBCYC 02 | Brand Name: ECH-mountain bike bicycle | Frame Type: Full Shockingproof Frame | Pedal Type: Ordinary Pedal | Load Capacity: 150KG | Length (m): 1.6 | Net Weight: 19kg | Gross Weight: 20kg | Product name: Mountain Bike ,Bicycle(old) , bicycle,bicicleta,cycle | Category: Mountain Bike ,bike, bicycle,bicicleta Bicycle(old) | Rim: Aluminum Alloy Rim | Certificate: CE / EN71/3CCC/BV | Logo: OEM ODM | Tire: wanda ,Kenda | Handlebar: Steel Handlebar | Saddle: Comfortable | Brake: Disc brake,Mountain Bike Mountain Bike ,Mountainbike, bicycle | Keywords: Mountain Bike ,Mountainbike, bicycle,bicicleta,cycle | Selling Units:: Single item | Single package size:: 136.0X19.0X72.0 cm | Single gross weight:: 150.000 kg",https://s.alicdn.com/@sc04/kf/H204147711fb64f9b8349c7d9e51eb18fY.jpg_720x720q50.jpg,Quantity: 2 - 799 pieces | Price: $23.75 | Quantity: 800 - 1999 pieces | Price: $21.85 | Quantity: >= 2000 pieces | Price: $19.00
https://www.alibaba.com/product-detail/20-Inch-With-Bluetooth-Big-Tyre_1601246530131.html,"Gears: 3 Speed | Frame Material: Steel | Wheel Size: 20"" | Voltage: 60V | Power Supply: LEAD-ACID BATTERY | Braking System: Front and Rear Drum Type | Battery Capacity: 20AH | Motor position: Rear Hub Motor | Battery Position: Down Tube | Smart Type: Sensor, Electronic, Digital | Place of Origin: Shandong, China | Brand Name: Zhongshuo | Model Number: JY | Range per Power: 31 - 60 km | Max Speed: 30-50Km/h | Charging Time: >3 hours | Product name: Electric Bike | rearview mirror: Circular mirror | Tyre size: 20*2.125 | Battery: 48V 12Ah Lead Acid Battery | Motor Power: 500W | Color: Customized Color | Frame: Aluminimum Alloy | Controller: 6 Tubes | Selling Units:: Single item | Single package size:: XX cm | Single gross weight:: kg",https://s.alicdn.com/@sc04/kf/H2d76026f09dd46ebb8cda0b62984eff8O.png_720x720q50.jpg,Quantity: 1 - 99 pieces | Price: $168.00 | Quantity: 100 - 299 pieces | Price: $159.00 | Quantity: >= 300 pieces | Price: $150.00
https://www.alibaba.com/product-detail/EU-Stock-Direct-Delivery-CYSUM-CITYRUN_1601047937494.html,"Gears: 7 Speed | Frame Material: Steel | Wheel Size: 26"" | Voltage: 36V | Power Supply: lithium battery | Braking System: Disc Brake | Battery Capacity: 10 AH | Motor position: Rear Hub Motor | Battery Position: Integrated Battery | Smart Type: Sensor, Electronic | Place of Origin: Guangdong, China | Brand Name: OEM | Model Number: CITYRUN 26 | Range per Power: 31 - 60 km | Max Speed: <30km/h | Torque: 30-50 Nm | Charging Time: >3 hours | Product name: electric bike woman | Battery: 36V 10Ah Lithium Battery | Motor Power: 250W | Color: Customized Color | Tire: 26*1.95 | Brake: Disc | Frame: carbon structural steel | Display: LCD Smart Display | Controller: 6 Tubes Sine Wave Controller | Max load: 120 KG | Selling Units:: Single item | Single package size:: 139X72X23 cm | Single gross weight:: 30.000 kg",https://s.alicdn.com/@sc04/kf/Hdaf97b43ed6b45b3a13b42b526ac01cde.jpg_720x720q50.jpg,Quantity: 1 - 9 units | Price: $540.00 | Quantity: 10 - 99 units | Price: $525.00 | Quantity: >= 100 units | Price: $295.00
https://www.alibaba.com/product-detail/12-Inch-Baby-Cycles-18-Inch_1601166611370.html,"Fork Material: Steel | Gears: Single Speed | Wheel Size: 12"" 14"" 16"" 18"" 20"" | Frame Material: Steel | Braking System: Disc Brake | Rim Material: aluminum alloy | Training Wheels: Yes | Frame Type: Soft-tail Frame | Place of Origin: Hebei, China | Brand Name: hypod | Model Number: HY-TN | Fork Suspension: NO | Gross Weight: 10KG | Net Weight: 9KG | Pedal Type: Ordinary Pedal | Load Capacity: 60kg | Product name: kids bike | Color: red,black,white,green,customized | Tire: Air Tyre | Style: Ride | Saddle: Comfortable | Logo: Customized Logo | Market: Europe,South America,Middle East | Type: Kids Children Bike | Age: 3-12 Years Children | Packing: Carton Box | Selling Units:: Single item | Single package size:: 95X20X19 cm | Single gross weight:: 10.000 kg",https://s.alicdn.com/@sc04/kf/H01c9418a2f8945cbaa052f308fde965ej.jpg_720x720q50.jpg,Quantity: 1 - 499 pieces | Price: $12.80 | Quantity: 500 - 999 pieces | Price: $11.80 | Quantity: >= 1000 pieces | Price: $10.80
https://www.alibaba.com/product-detail/24-26-Inch-Mountain-Bike-Sports_1601232159100.html,"Frame Material: Steel | Fork Material: Steel | Fork Suspension: Yes | Braking System: Disc Brake | Wheel Size: 24""/26"" | Gears: 21 Speed/27 Speed | Rim Material: aluminum alloy | Tire Width: none | Place of Origin: China | Frame Type: Hard Frame | Pedal Type: Ordinary Pedal | Load Capacity: 150KG | Length (m): 1.35 | Net Weight: 17kg | Selling Units:: Single item | Single package size:: 135X20X71 cm | Single gross weight:: 17.000 kg",https://s.alicdn.com/@sc04/kf/H3261499ab8694c53958e278cdabf9c433.jpg_720x720q50.jpg,N/A
https://www.alibaba.com/product-detail/Free-Shipping-High-Carbon-Steel-Frame_1600976588931.html,"Fork Material: Steel | Gears: 21 Speed | Fork Suspension: Yes | Wheel Size: 26"" | Frame Material: Steel | Braking System: Disc Brake | Rim Material: aluminum alloy | Frame Type: high carbon steel frame | Tire Width: 26*2.6"" | Place of Origin: Hebei, China | Brand Name: CN.NEWSPEED | Model Number: Aluminum Alloy bike | Gross Weight: 23KG | Net Weight: 18.5kg | Pedal Type: Ordinary Pedal | Load Capacity: 160kg | Product name: Mountain Bike | Color: Red Green Yellow Blue Black | Brake: Disc Brake | Frame: stell Frame | Rim: Aluminum Alloy Rim | Logo: Customized Logo | MOQ: 10pcs | Size: 24"" 26"" | Style: Moutain Bicycle | Tire: Wanda | Selling Units:: Single item | Single package size:: 171X19X70 cm | Single gross weight:: 15.000 kg",https://s.alicdn.com/@sc04/kf/Hc3062c9d3722476b8d2de043bd4add083.jpg_720x720q50.jpg,Quantity: 10 - 149 pieces | Price: $59.00 | Quantity: 150 - 349 pieces | Price: $49.00 | Quantity: 350 - 999 pieces | Price: $39.00 | Quantity: >= 1000 pieces | Price: $29.00
https://www.alibaba.com/product-detail/26-Beach-Cruiser-Steel-Female-Bicycle_60838056347.html,"Fork Material: Steel | Wheel Size: 26"" | Frame Material: Steel | Rim Material: aluminum alloy | Place of Origin: China | Brand Name: OEM | Model Number: CB-009 | Gross Weight: 14 kg | Frame: Steel Frame | Color: Customized | MOQ: 100 | Tyres and Camera: Kenda 700x35C. | Front hub: KT 100mm spaced, 32H. | Brakes: Aluminum type caliper with 22.2mm lever. | Packaging Details: 85%SKD(front wheel,handler bar do not assemble),CKD | Port: Tianjin Port,China | Selling Units:: Single item | Single package size:: 130X20X70 cm | Single gross weight:: 16.000 kg | Supply Ability: 500 Set/Sets per Week",https://s.alicdn.com/@sc04/kf/HTB1ESQ1aErrK1RkSne1q6ArVVXa5.jpg_720x720q50.jpg,N/A
https://www.alibaba.com/product-detail/Good-Quality-26-27-5-29_1600878597744.html,"Fork Material: Steel | Gears: 8 Speed | Wheel Size: 29"" | Frame Material: Steel | Braking System: Disc Brake | Rim Material: Aluminum | Frame Type: Hard Frame (Non-rear Damper) | Application: street | Place of Origin: Zhejiang, China | Brand Name: N/A | Model Number: 2937RST | Fork Suspension: NO | Gross Weight: 15.5 KGS | Net Weight: 12 KGS | Pedal Type: Bead Pedal | Length (m): 545mm | Load Capacity: 100kg | Frame: 29"" Hi-ten Steel | Hub: Alloy hubs with sealed design | Handlebar: H:7"" (177.8mm), W:28"" (710mm), w/ 19mm Crossbar, 3°up, 11°back | Rims: Alloy single wall rims | Tires and Tubes: 29""x2.10 | Bottom Bracket: Mid B.B. with sealed bearings and 8T spindle axle | Chainwheel and Crank: 36T steel chainwheel and 170mm turbular cranks | Freewheels: 8 Speeds | Brakes Sets: Full Alloy Lever with Mechanical disc brakes | Saddle: BMX wide design | Packaging Details: SKD 85% 
Front wheels, pedals, saddles not assembled 
Frames and Forks wrapped with sponge and bubble wraps | Port: ShangHai / NingBo | Supply Ability: 500 Piece/Pieces per Day",https://s.alicdn.com/@sc04/kf/H8acd96767515483dbb23733484bf7f19h.jpg_720x720q50.jpg,Quantity: >= 100 pieces | Price: $150.00
https://www.alibaba.com/product-detail/FOREVER-Comfortable-and-Classic-Bike-26_1600247992239.html,"Fork Material: Steel | Gears: 16 Speed | Wheel Size: 26"" 700*32C | Frame Material: aluminum alloy | Braking System: Double disc brake | Rim Material: Double-layer aluminum alloy | Place of Origin: Tianjin, China | Brand Name: FOREVER | Model Number: MXR390 | Fork Suspension: NO | Gross Weight: 18KG | Net Weight: 15KG | Frame Type: Hard Frame (Non-rear Damper) | Pedal Type: Ordinary Pedal | Length (m): 1.7 | Load Capacity: 250KG | Chain: 8 Speed Chain | positioning flywheel: 8 Piece Flywheel | The central axis: Sealed bearing center shaft | occasion: Road/Street | Folding: No",https://s.alicdn.com/@sc04/kf/H57cb08708f444e01aef3e0ba63e954d7h.jpg_720x720q50.jpg,Quantity: 1 - 199 pieces | Price: $246.00 | Quantity: 200 - 499 pieces | Price: $232.00 | Quantity: >= 500 pieces | Price: $218.00
https://www.alibaba.com/product-detail/Online-Shop-Wholesale-Eco-friendly-Factory_1601082716670.html,"Fork Material: Steel | Gears: 21 Speed | Wheel Size: 26"" | Frame Material: aluminum alloy | Braking System: Double V Brake | Rim Material: Magnesium Alloy | Frame Type: Full Shockingproof Frame | Tire Width: 26*2.6"" | Place of Origin: Henan, China | Brand Name: OCPO | Model Number: YY-20611-14 | Fork Suspension: Yes | Gross Weight: 19kg | Net Weight: 17kg | Pedal Type: Ordinary Pedal | Length (m): 1.7 | Load Capacity: 120kg | Product name: Moutain Bike | Color: As pictures shower | MOQ: 1pcs | Design: Cool .the Newest | Speed: 21/24/27 Speed | Brake: V-brake | Foldable: Yes | Training Wheels: NO | Application: street | Volume: 0.1m³",https://s.alicdn.com/@sc04/kf/He6e193ba030c45d1aaf09659878a002fI.jpg_720x720q50.jpg,Quantity: 1 - 9 pieces | Price: $95.00 | Quantity: 10 - 99 pieces | Price: $88.00 | Quantity: >= 100 pieces | Price: $86.00
https://www.alibaba.com/product-detail/Wholesale-500W-750W-1000W-35Ah-City_1601361416622.html,"Gears: 27 Speed | Frame Material: Steel | Wheel Size: 20"" | Voltage: 48V | Power Supply: lithium battery | Braking System: Front and Rear Wheel V Brake | Battery Capacity: 35AH | Torque: 30-50 Nm | Charging Time: 1~3 hours | Motor position: Rear Hub Motor | Battery Position: Integrated Battery | Tire Width: 20*4"" | Place of Origin: China | Brand Name: Kaichi | Model Number: TDT0005Z | Range per Power: > 60 km | Max Speed: 30-50Km/h | Product name: Electic Mauntain Bike | Motor Power: 500w/750/1000W | Tire: 26*4cm | Display: Color LCD Display | Certification: CE CCC ISO9001 | Frame: High Carbon Steel Material | Warranty: 1 Year | Seat: Customized Patent Cushion | Material: Toray T700 Carbon Fiber | moq: 1 | Selling Units:: Single item | Single package size:: 150X30X83 cm | Single gross weight:: 50.000 kg",https://s.alicdn.com/@sc04/kf/H212c85fdab6e45a895951a28baf35f3aR.jpg_720x720q50.jpg,N/A
